Overall_power,GPS_power,Wifi_power,Cellular_power,GPS_accuracy,Wifi_accuracy,Cellular_accuracy,GPS_strength,Wifi_strength,Cellular_strength,Battery_percentage,Frequency,Target
1.25E+03,4.37E+01,3.58E+01,2.20E+01,2.93E+01,2.00E+01,4.87E+01,-4.25E+01,-5.23E+01,-5.68E+01,3.06E+01,3,2
1.25E+03,4.37E+01,3.58E+01,2.20E+01,2.93E+01,2.00E+01,4.87E+01,-4.25E+01,-5.23E+01,-5.68E+01,3.06E+01,3,2
8.72E+02,2.82E+01,1.54E+01,2.87E+01,1.84E+01,3.13E+01,3.80E+01,-4.85E+01,-6.41E+01,-6.45E+01,2.38E+01,1,3
8.72E+02,2.82E+01,1.54E+01,2.87E+01,1.84E+01,3.13E+01,3.80E+01,-4.85E+01,-6.41E+01,-6.45E+01,2.38E+01,1,3
2.51E+02,6.29E+01,2.51E+01,2.92E+01,1.02E+01,3.22E+01,4.73E+01,-6.24E+01,-6.30E+01,-6.29E+01,9.77E+01,5,1
2.51E+02,6.29E+01,2.51E+01,2.92E+01,1.02E+01,3.22E+01,4.73E+01,-6.24E+01,-6.30E+01,-6.29E+01,9.77E+01,5,1
1.22E+03,3.01E+01,4.38E+01,1.71E+01,2.66E+01,3.09E+01,3.68E+01,-5.91E+01,-7.14E+01,-8.40E+01,8.26E+01,3,1
1.22E+03,3.01E+01,4.38E+01,1.71E+01,2.66E+01,3.09E+01,3.68E+01,-5.91E+01,-7.14E+01,-8.40E+01,8.26E+01,3,1
2.31E+02,1.96E+01,3.03E+01,1.90E+01,1.87E+01,3.89E+01,3.48E+01,-5.59E+01,-6.19E+01,-6.93E+01,4.68E+01,5,0
2.31E+02,1.96E+01,3.03E+01,1.90E+01,1.87E+01,3.89E+01,3.48E+01,-5.59E+01,-6.19E+01,-6.93E+01,4.68E+01,5,0
1.07E+03,4.87E+01,1.65E+01,2.11E+01,2.81E+01,2.18E+01,4.76E+01,-4.86E+01,-6.92E+01,-6.35E+01,2.09E+01,3,3
1.07E+03,4.87E+01,1.65E+01,2.11E+01,2.81E+01,2.18E+01,4.76E+01,-4.86E+01,-6.92E+01,-6.35E+01,2.09E+01,3,3
1.66E+03,6.49E+01,2.39E+01,1.71E+01,2.60E+01,3.77E+01,4.11E+01,-5.87E+01,-6.38E+01,-7.95E+01,2.59E+01,5,2
1.66E+03,6.49E+01,2.39E+01,1.71E+01,2.60E+01,3.77E+01,4.11E+01,-5.87E+01,-6.38E+01,-7.95E+01,2.59E+01,5,2
1.35E+03,2.74E+01,7.63E+00,2.17E+01,2.32E+01,3.03E+01,3.83E+01,-4.15E+01,-5.82E+01,-6.98E+01,6.60E+01,5,0
1.35E+03,2.74E+01,7.63E+00,2.17E+01,2.32E+01,3.03E+01,3.83E+01,-4.15E+01,-5.82E+01,-6.98E+01,6.60E+01,5,0
1.16E+03,4.34E+01,1.30E+01,2.29E+01,1.11E+01,3.45E+01,3.26E+01,-4.94E+01,-4.70E+01,-7.48E+01,9.01E+01,3,1
1.16E+03,4.34E+01,1.30E+01,2.29E+01,1.11E+01,3.45E+01,3.26E+01,-4.94E+01,-4.70E+01,-7.48E+01,9.01E+01,3,1
5.17E+02,7.17E+01,1.17E+01,2.46E+01,1.63E+01,2.90E+01,4.47E+01,-5.18E+01,-5.74E+01,-6.88E+01,2.84E+01,2,2
5.17E+02,7.17E+01,1.17E+01,2.46E+01,1.63E+01,2.90E+01,4.47E+01,-5.18E+01,-5.74E+01,-6.88E+01,2.84E+01,2,2
5.09E+02,7.86E+01,3.22E+01,1.56E+01,1.81E+01,2.92E+01,4.63E+01,-2.91E+01,-5.50E+01,-6.91E+01,6.56E+01,2,0
5.09E+02,7.86E+01,3.22E+01,1.56E+01,1.81E+01,2.92E+01,4.63E+01,-2.91E+01,-5.50E+01,-6.91E+01,6.56E+01,2,0
2.06E+03,1.93E+01,4.83E+01,2.36E+01,1.11E+01,2.21E+01,3.38E+01,-3.55E+01,-5.79E+01,-6.86E+01,6.58E+01,1,0
2.06E+03,1.93E+01,4.83E+01,2.36E+01,1.11E+01,2.21E+01,3.38E+01,-3.55E+01,-5.79E+01,-6.86E+01,6.58E+01,1,0
9.45E+02,4.34E+01,4.16E+01,1.34E+01,1.24E+01,2.23E+01,4.46E+01,-4.83E+01,-8.25E+01,-8.21E+01,6.71E+01,4,0
9.45E+02,4.34E+01,4.16E+01,1.34E+01,1.24E+01,2.23E+01,4.46E+01,-4.83E+01,-8.25E+01,-8.21E+01,6.71E+01,4,0
1.14E+03,4.53E+01,3.39E+01,2.53E+01,1.43E+01,2.55E+01,3.98E+01,-5.25E+01,-5.65E+01,-6.32E+01,2.89E+01,2,2
1.14E+03,4.53E+01,3.39E+01,2.53E+01,1.43E+01,2.55E+01,3.98E+01,-5.25E+01,-5.65E+01,-6.32E+01,2.89E+01,2,2
6.70E+02,4.07E+01,3.53E+01,1.77E+01,1.36E+01,3.51E+01,4.51E+01,-5.74E+01,-6.89E+01,-7.59E+01,8.56E+01,1,1
6.70E+02,4.07E+01,3.53E+01,1.77E+01,1.36E+01,3.51E+01,4.51E+01,-5.74E+01,-6.89E+01,-7.59E+01,8.56E+01,1,1
8.83E+02,2.98E+01,3.53E+01,1.83E+01,2.39E+01,2.27E+01,3.35E+01,-5.13E+01,-5.58E+01,-6.92E+01,2.26E+01,5,3
8.83E+02,2.98E+01,3.53E+01,1.83E+01,2.39E+01,2.27E+01,3.35E+01,-5.13E+01,-5.58E+01,-6.92E+01,2.26E+01,5,3
4.32E+02,5.79E+01,3.55E+01,1.46E+01,2.98E+01,3.90E+01,3.92E+01,-5.95E+01,-6.42E+01,-8.59E+01,5.30E+01,1,0
4.32E+02,5.79E+01,3.55E+01,1.46E+01,2.98E+01,3.90E+01,3.92E+01,-5.95E+01,-6.42E+01,-8.59E+01,5.30E+01,1,0
1.32E+03,4.32E+01,2.82E+01,1.58E+01,1.74E+01,3.47E+01,4.31E+01,-6.56E+01,-4.60E+01,-8.14E+01,1.55E+01,2,3
1.32E+03,4.32E+01,2.82E+01,1.58E+01,1.74E+01,3.47E+01,4.31E+01,-6.56E+01,-4.60E+01,-8.14E+01,1.55E+01,2,3
2.91E+02,6.26E+01,4.80E+01,2.40E+01,1.88E+01,2.17E+01,4.49E+01,-5.58E+01,-4.59E+01,-9.08E+01,9.02E+01,2,1
2.91E+02,6.26E+01,4.80E+01,2.40E+01,1.88E+01,2.17E+01,4.49E+01,-5.58E+01,-4.59E+01,-9.08E+01,9.02E+01,2,1
1.11E+03,6.16E+01,1.81E+01,1.72E+01,2.21E+01,2.85E+01,4.31E+01,-6.68E+01,-5.29E+01,-7.10E+01,6.25E+01,1,0
1.11E+03,6.16E+01,1.81E+01,1.72E+01,2.21E+01,2.85E+01,4.31E+01,-6.68E+01,-5.29E+01,-7.10E+01,6.25E+01,1,0
1.39E+03,3.84E+01,3.08E+01,1.46E+01,1.61E+01,2.85E+01,3.05E+01,-4.74E+01,-5.95E+01,-6.18E+01,9.40E+00,1,3
1.39E+03,3.84E+01,3.08E+01,1.46E+01,1.61E+01,2.85E+01,3.05E+01,-4.74E+01,-5.95E+01,-6.18E+01,9.40E+00,1,3
2.09E+03,5.43E+01,1.98E+01,2.18E+01,2.27E+01,3.70E+01,4.37E+01,-5.31E+01,-5.19E+01,-7.08E+01,6.66E+01,2,0
2.09E+03,5.43E+01,1.98E+01,2.18E+01,2.27E+01,3.70E+01,4.37E+01,-5.31E+01,-5.19E+01,-7.08E+01,6.66E+01,2,0
9.14E+02,4.28E+01,1.31E+01,2.85E+01,1.35E+01,2.69E+01,3.46E+01,-3.98E+01,-6.37E+01,-8.06E+01,3.89E+01,1,2
9.14E+02,4.28E+01,1.31E+01,2.85E+01,1.35E+01,2.69E+01,3.46E+01,-3.98E+01,-6.37E+01,-8.06E+01,3.89E+01,1,2
1.90E+03,3.46E+01,3.07E+01,1.03E+01,2.17E+01,2.12E+01,3.72E+01,-5.86E+01,-7.64E+01,-9.02E+01,9.55E+01,2,1
1.90E+03,3.46E+01,3.07E+01,1.03E+01,2.17E+01,2.12E+01,3.72E+01,-5.86E+01,-7.64E+01,-9.02E+01,9.55E+01,2,1
8.67E+02,4.02E+01,2.76E+01,1.99E+01,2.66E+01,2.75E+01,3.77E+01,-6.02E+01,-4.50E+01,-5.28E+01,5.80E+01,5,0
8.67E+02,4.02E+01,2.76E+01,1.99E+01,2.66E+01,2.75E+01,3.77E+01,-6.02E+01,-4.50E+01,-5.28E+01,5.80E+01,5,0
8.25E+02,4.49E+01,2.99E+01,2.11E+01,2.92E+01,2.71E+01,4.72E+01,-5.25E+01,-7.06E+01,-7.17E+01,8.56E+01,1,1
8.25E+02,4.49E+01,2.99E+01,2.11E+01,2.92E+01,2.71E+01,4.72E+01,-5.25E+01,-7.06E+01,-7.17E+01,8.56E+01,1,1
2.77E+02,3.17E+01,2.80E+01,1.79E+01,1.31E+01,2.02E+01,3.22E+01,-6.46E+01,-5.36E+01,-7.45E+01,3.39E+01,5,2
2.77E+02,3.17E+01,2.80E+01,1.79E+01,1.31E+01,2.02E+01,3.22E+01,-6.46E+01,-5.36E+01,-7.45E+01,3.39E+01,5,2
9.44E+02,4.72E+01,1.80E+01,1.94E+01,2.90E+01,2.82E+01,4.78E+01,-4.32E+01,-7.56E+01,-6.44E+01,1.34E+01,4,3
9.44E+02,4.72E+01,1.80E+01,1.94E+01,2.90E+01,2.82E+01,4.78E+01,-4.32E+01,-7.56E+01,-6.44E+01,1.34E+01,4,3
1.12E+03,4.46E+01,3.23E+01,1.24E+01,2.98E+01,3.07E+01,3.87E+01,-4.39E+01,-4.73E+01,-5.15E+01,9.87E+01,1,1
1.12E+03,4.46E+01,3.23E+01,1.24E+01,2.98E+01,3.07E+01,3.87E+01,-4.39E+01,-4.73E+01,-5.15E+01,9.87E+01,1,1
1.19E+03,6.53E+01,4.08E+01,2.92E+01,1.19E+01,3.32E+01,3.25E+01,-5.40E+01,-5.11E+01,-7.45E+01,7.21E+00,5,3
1.19E+03,6.53E+01,4.08E+01,2.92E+01,1.19E+01,3.32E+01,3.25E+01,-5.40E+01,-5.11E+01,-7.45E+01,7.21E+00,5,3
6.98E+02,4.55E+01,2.81E+01,2.30E+01,2.19E+01,2.27E+01,3.89E+01,-3.26E+01,-6.33E+01,-5.78E+01,2.00E+01,1,3
6.98E+02,4.55E+01,2.81E+01,2.30E+01,2.19E+01,2.27E+01,3.89E+01,-3.26E+01,-6.33E+01,-5.78E+01,2.00E+01,1,3
1.77E+03,4.69E+01,3.85E+01,2.13E+01,1.25E+01,3.99E+01,3.41E+01,-5.44E+01,-7.68E+01,-7.39E+01,2.63E+01,4,2
1.77E+03,4.69E+01,3.85E+01,2.13E+01,1.25E+01,3.99E+01,3.41E+01,-5.44E+01,-7.68E+01,-7.39E+01,2.63E+01,4,2
6.14E+02,5.14E+01,1.44E+01,2.06E+01,1.58E+01,2.78E+01,3.79E+01,-5.41E+01,-6.12E+01,-6.97E+01,9.59E+01,3,1
6.14E+02,5.14E+01,1.44E+01,2.06E+01,1.58E+01,2.78E+01,3.79E+01,-5.41E+01,-6.12E+01,-6.97E+01,9.59E+01,3,1
1.58E+03,4.17E+01,1.88E+01,1.09E+01,1.82E+01,2.68E+01,4.84E+01,-4.49E+01,-5.75E+01,-5.74E+01,8.46E+01,5,1
1.58E+03,4.17E+01,1.88E+01,1.09E+01,1.82E+01,2.68E+01,4.84E+01,-4.49E+01,-5.75E+01,-5.74E+01,8.46E+01,5,1
1.31E+03,2.95E+01,2.77E+01,1.46E+01,1.63E+01,2.04E+01,3.27E+01,-3.41E+01,-5.50E+01,-6.61E+01,7.58E+01,3,1
1.31E+03,2.95E+01,2.77E+01,1.46E+01,1.63E+01,2.04E+01,3.27E+01,-3.41E+01,-5.50E+01,-6.61E+01,7.58E+01,3,1
3.64E+02,3.92E+01,3.24E+01,2.62E+01,1.71E+01,2.26E+01,4.60E+01,-5.12E+01,-4.41E+01,-7.09E+01,1.57E+01,1,3
3.64E+02,3.92E+01,3.24E+01,2.62E+01,1.71E+01,2.26E+01,4.60E+01,-5.12E+01,-4.41E+01,-7.09E+01,1.57E+01,1,3
1.38E+03,1.00E+01,2.44E+01,1.94E+01,2.94E+01,3.03E+01,3.12E+01,-5.75E+01,-6.80E+01,-7.11E+01,3.82E+01,2,2
1.38E+03,1.00E+01,2.44E+01,1.94E+01,2.94E+01,3.03E+01,3.12E+01,-5.75E+01,-6.80E+01,-7.11E+01,3.82E+01,2,2
1.29E+03,8.50E+01,4.09E+01,1.83E+01,2.35E+01,3.55E+01,3.30E+01,-5.73E+01,-6.16E+01,-6.95E+01,8.56E+01,5,1
1.29E+03,8.50E+01,4.09E+01,1.83E+01,2.35E+01,3.55E+01,3.30E+01,-5.73E+01,-6.16E+01,-6.95E+01,8.56E+01,5,1
1.53E+03,4.08E+01,2.23E+01,1.79E+01,1.77E+01,2.82E+01,4.08E+01,-4.30E+01,-4.95E+01,-6.57E+01,9.62E+01,3,1
1.53E+03,4.08E+01,2.23E+01,1.79E+01,1.77E+01,2.82E+01,4.08E+01,-4.30E+01,-4.95E+01,-6.57E+01,9.62E+01,3,1
1.53E+03,3.75E+01,3.64E+01,2.80E+01,2.15E+01,2.41E+01,3.84E+01,-7.09E+01,-5.81E+01,-7.60E+01,2.21E+01,4,3
1.53E+03,3.75E+01,3.64E+01,2.80E+01,2.15E+01,2.41E+01,3.84E+01,-7.09E+01,-5.81E+01,-7.60E+01,2.21E+01,4,3
4.05E+02,3.44E+01,1.20E+01,1.81E+01,2.81E+01,2.29E+01,3.19E+01,-4.66E+01,-5.90E+01,-4.97E+01,2.17E+01,5,3
4.05E+02,3.44E+01,1.20E+01,1.81E+01,2.81E+01,2.29E+01,3.19E+01,-4.66E+01,-5.90E+01,-4.97E+01,2.17E+01,5,3
1.16E+03,3.11E+01,2.94E+01,1.34E+01,1.59E+01,3.63E+01,4.92E+01,-4.52E+01,-5.81E+01,-7.36E+01,1.94E+01,3,3
1.16E+03,3.11E+01,2.94E+01,1.34E+01,1.59E+01,3.63E+01,4.92E+01,-4.52E+01,-5.81E+01,-7.36E+01,1.94E+01,3,3
1.26E+03,3.77E+01,2.92E+01,2.29E+01,2.91E+01,2.74E+01,4.57E+01,-5.82E+01,-6.80E+01,-6.63E+01,6.37E+01,4,0
1.26E+03,3.77E+01,2.92E+01,2.29E+01,2.91E+01,2.74E+01,4.57E+01,-5.82E+01,-6.80E+01,-6.63E+01,6.37E+01,4,0
1.43E+03,3.79E+01,25.56350254,3.18E+01,2.76E+01,3.23E+01,3.87E+01,-5.69E+01,-5.88E+01,-6.90E+01,1.43E+01,2,3
1.43E+03,3.79E+01,25.56350254,3.18E+01,2.76E+01,3.23E+01,3.87E+01,-5.69E+01,-5.88E+01,-6.90E+01,1.43E+01,2,3
9.07E+02,3.25E+01,2.45E+01,2.04E+01,1.51E+01,3.86E+01,3.09E+01,-4.39E+01,-5.52E+01,-5.29E+01,5.94E+01,3,0
9.07E+02,3.25E+01,2.45E+01,2.04E+01,1.51E+01,3.86E+01,3.09E+01,-4.39E+01,-5.52E+01,-5.29E+01,5.94E+01,3,0
7.80E+02,4.88E+01,3.18E+01,1.73E+01,1.84E+01,2.90E+01,3.63E+01,-5.84E+01,-4.41E+01,-6.53E+01,3.32E+01,3,2
7.80E+02,4.88E+01,3.18E+01,1.73E+01,1.84E+01,2.90E+01,3.63E+01,-5.84E+01,-4.41E+01,-6.53E+01,3.32E+01,3,2
1.13E+03,4.55E+01,1.49E+01,2.74E+01,2.75E+01,2.69E+01,4.92E+01,-4.02E+01,-7.47E+01,-7.16E+01,1.94E+01,3,3
1.13E+03,4.55E+01,1.49E+01,2.74E+01,2.75E+01,2.69E+01,4.92E+01,-4.02E+01,-7.47E+01,-7.16E+01,1.94E+01,3,3
2.13E+03,3.82E+01,3.47E+01,1.64E+01,2.93E+01,2.76E+01,4.63E+01,-5.35E+01,-6.74E+01,-6.53E+01,7.22E+01,3,1
2.13E+03,3.82E+01,3.47E+01,1.64E+01,2.93E+01,2.76E+01,4.63E+01,-5.35E+01,-6.74E+01,-6.53E+01,7.22E+01,3,1
1.90E+03,9.19E+01,2.57E+01,2.60E+01,2.35E+01,2.19E+01,4.96E+01,-3.40E+01,-6.68E+01,-6.11E+01,5.48E+01,4,0
1.90E+03,9.19E+01,2.57E+01,2.60E+01,2.35E+01,2.19E+01,4.96E+01,-3.40E+01,-6.68E+01,-6.11E+01,5.48E+01,4,0
8.55E+02,5.80E+01,1.75E+01,1.75E+01,2.76E+01,3.12E+01,4.64E+01,-3.81E+01,-4.35E+01,-7.66E+01,3.68E+01,4,2
8.55E+02,5.80E+01,1.75E+01,1.75E+01,2.76E+01,3.12E+01,4.64E+01,-3.81E+01,-4.35E+01,-7.66E+01,3.68E+01,4,2
6.05E+02,4.06E+01,1.13E+01,1.55E+01,2.68E+01,2.67E+01,3.59E+01,-3.21E+01,-7.55E+01,-7.08E+01,4.30E+01,1,2
6.05E+02,4.06E+01,1.13E+01,1.55E+01,2.68E+01,2.67E+01,3.59E+01,-3.21E+01,-7.55E+01,-7.08E+01,4.30E+01,1,2
1.03E+03,5.26E+01,2.87E+01,2.77E+01,1.70E+01,2.04E+01,3.24E+01,-6.39E+01,-6.00E+01,-7.21E+01,1.01E+01,3,3
1.03E+03,5.26E+01,2.87E+01,2.77E+01,1.70E+01,2.04E+01,3.24E+01,-6.39E+01,-6.00E+01,-7.21E+01,1.01E+01,3,3
9.72E+02,3.94E+01,3.41E+01,1.95E+01,1.79E+01,2.57E+01,3.61E+01,-4.56E+01,-6.34E+01,-6.28E+01,7.20E+01,4,1
9.72E+02,3.94E+01,3.41E+01,1.95E+01,1.79E+01,2.57E+01,3.61E+01,-4.56E+01,-6.34E+01,-6.28E+01,7.20E+01,4,1
1.26E+03,4.74E+01,3.30E+01,2.84E+01,2.83E+01,2.59E+01,3.51E+01,-5.76E+01,-5.22E+01,-5.46E+01,6.66E+01,2,0
1.26E+03,4.74E+01,3.30E+01,2.84E+01,2.83E+01,2.59E+01,3.51E+01,-5.76E+01,-5.22E+01,-5.46E+01,6.66E+01,2,0
1197.137979,4.32E+01,1.64E+01,1.78E+01,1.56E+01,3.53E+01,3.77E+01,-5.08E+01,-5.39E+01,-6.82E+01,8.79E+01,1,1
1197.137979,4.32E+01,1.64E+01,1.78E+01,1.56E+01,3.53E+01,3.77E+01,-5.08E+01,-5.39E+01,-6.82E+01,8.79E+01,1,1
1.86E+03,5.51E+01,3.98E+01,1.45E+01,2.25E+01,3.30E+01,4.75E+01,-4.69E+01,-5.38E+01,-8.97E+01,5.69E+00,2,3
1.86E+03,5.51E+01,3.98E+01,1.45E+01,2.25E+01,3.30E+01,4.75E+01,-4.69E+01,-5.38E+01,-8.97E+01,5.69E+00,2,3
3.13E+02,45.8552124,3.37E+01,2.86E+01,1.15E+01,3.14E+01,4.50E+01,-4.83E+01,-6.92E+01,-4.52E+01,5.69E+01,4,0
3.13E+02,45.8552124,3.37E+01,2.86E+01,1.15E+01,3.14E+01,4.50E+01,-4.83E+01,-6.92E+01,-4.52E+01,5.69E+01,4,0
1.09E+03,3.19E+01,3.19E+01,1.99E+01,2.17E+01,2.25E+01,3.90E+01,-7.11E+01,-7.04E+01,-9.92E+01,6.88E+01,1,0
1.09E+03,3.19E+01,3.19E+01,1.99E+01,2.17E+01,2.25E+01,3.90E+01,-7.11E+01,-7.04E+01,-9.92E+01,6.88E+01,1,0
1.35E+02,8.01E+01,2.60E+01,2.84E+01,2.39E+01,2.27E+01,4.24E+01,-6.89E+01,-5.20E+01,-7.50E+01,6.25E+01,3,0
1.35E+02,8.01E+01,2.60E+01,2.84E+01,2.39E+01,2.27E+01,4.24E+01,-6.89E+01,-5.20E+01,-7.50E+01,6.25E+01,3,0
1.87E+03,6.93E+01,5.48E+00,2.41E+01,2.04E+01,2.89E+01,3.11E+01,-5.08E+01,-5.20E+01,-7.19E+01,4.65E+01,5,0
1.87E+03,6.93E+01,5.48E+00,2.41E+01,2.04E+01,2.89E+01,3.11E+01,-5.08E+01,-5.20E+01,-7.19E+01,4.65E+01,5,0
1.51E+03,1.50E+00,3.43E+01,1.76E+01,2.70E+01,2.58E+01,4.25E+01,-4.52E+01,-6.01E+01,-5.85E+01,3.05E+01,4,2
1.51E+03,1.50E+00,3.43E+01,1.76E+01,2.70E+01,2.58E+01,4.25E+01,-4.52E+01,-6.01E+01,-5.85E+01,3.05E+01,4,2
1.26E+03,3.71E+01,3.91E+01,2.43E+01,1.68E+01,2.11E+01,3.07E+01,-6.03E+01,-7.18E+01,-5.95E+01,4.27E+00,1,3
1.26E+03,3.71E+01,3.91E+01,2.43E+01,1.68E+01,2.11E+01,3.07E+01,-6.03E+01,-7.18E+01,-5.95E+01,4.27E+00,1,3
7.99E+02,2.10E+01,1.06E+01,2.19E+01,1.31E+01,3.94E+01,3.56E+01,-4.09E+01,-3.92E+01,-5.63E+01,6.11E+01,2,0
7.99E+02,2.10E+01,1.06E+01,2.19E+01,1.31E+01,3.94E+01,3.56E+01,-4.09E+01,-3.92E+01,-5.63E+01,6.11E+01,2,0
1.37E+03,3.79E+01,2.03E+01,2.29E+01,1.81E+01,3.64E+01,4.71E+01,-4.55E+01,-8.01E+01,-7.08E+01,7.43E+01,3,1
1.37E+03,3.79E+01,2.03E+01,2.29E+01,1.81E+01,3.64E+01,4.71E+01,-4.55E+01,-8.01E+01,-7.08E+01,7.43E+01,3,1
1004.907446,5.91E+01,2.64E+01,1.47E+01,1.36E+01,2.26E+01,3.15E+01,-5.67E+01,-3.38E+01,-8.85E+01,4.61E+01,3,0
1004.907446,5.91E+01,2.64E+01,1.47E+01,1.36E+01,2.26E+01,3.15E+01,-5.67E+01,-3.38E+01,-8.85E+01,4.61E+01,3,0
1.23E+03,43.8922807,5.12E+01,1.59E+01,1.66E+01,2.91E+01,3.51E+01,-4.98E+01,-6.76E+01,-5.52E+01,4.22E+01,4,2
1.23E+03,43.8922807,5.12E+01,1.59E+01,1.66E+01,2.91E+01,3.51E+01,-4.98E+01,-6.76E+01,-5.52E+01,4.22E+01,4,2
1.18E+03,3.68E+01,3.81E+01,2.07E+01,2.19E+01,2.87E+01,3.55E+01,-3.29E+01,-5.31E+01,-6.90E+01,5.60E+01,2,0
1.18E+03,3.68E+01,3.81E+01,2.07E+01,2.19E+01,2.87E+01,3.55E+01,-3.29E+01,-5.31E+01,-6.90E+01,5.60E+01,2,0
1.08E+03,2.58E+01,4.55E+01,2.77E+01,2.36E+01,3.60E+01,3.19E+01,-5.30E+01,-6.44E+01,-5.77E+01,8.60E+01,2,1
1.08E+03,2.58E+01,4.55E+01,2.77E+01,2.36E+01,3.60E+01,3.19E+01,-5.30E+01,-6.44E+01,-5.77E+01,8.60E+01,2,1
8.77E+02,3.93E+01,3.22E+01,2.37E+01,1.43E+01,3.33E+01,4.65E+01,-3.78E+01,-6.95E+01,-7.92E+01,1.44E+01,1,3
8.77E+02,3.93E+01,3.22E+01,2.37E+01,1.43E+01,3.33E+01,4.65E+01,-3.78E+01,-6.95E+01,-7.92E+01,1.44E+01,1,3
1.72E+03,3.03E+01,1.75E+01,1.54E+01,2.71E+01,2.36E+01,3.06E+01,-3.61E+01,-6.03E+01,-6.32E+01,5.15E+01,3,0
1.72E+03,3.03E+01,1.75E+01,1.54E+01,2.71E+01,2.36E+01,3.06E+01,-3.61E+01,-6.03E+01,-6.32E+01,5.15E+01,3,0
8.83E+02,2.06E+01,2.26E+01,3.05E+01,2.34E+01,3.89E+01,3.45E+01,-5.84E+01,-5.59E+01,-7.15E+01,2.31E+01,3,3
8.83E+02,2.06E+01,2.26E+01,3.05E+01,2.34E+01,3.89E+01,3.45E+01,-5.84E+01,-5.59E+01,-7.15E+01,2.31E+01,3,3
7.12E+02,3.51E+01,3.55E+01,1.63E+01,2.08E+01,3.25E+01,3.04E+01,-5.01E+01,-5.81E+01,-7.08E+01,7.35E+01,2,1
7.12E+02,3.51E+01,3.55E+01,1.63E+01,2.08E+01,3.25E+01,3.04E+01,-5.01E+01,-5.81E+01,-7.08E+01,7.35E+01,2,1
8.58E+02,4.93E+01,3.11E+01,1.60E+01,2.25E+01,2.27E+01,3.43E+01,-4.70E+01,-3.79E+01,-7.67E+01,8.71E+01,2,1
8.58E+02,4.93E+01,3.11E+01,1.60E+01,2.25E+01,2.27E+01,3.43E+01,-4.70E+01,-3.79E+01,-7.67E+01,8.71E+01,2,1
4.98E+02,41.87385761,2.14E+01,1.93E+01,1.19E+01,3.88E+01,4.53E+01,-3.81E+01,-5.50E+01,-7.73E+01,4.54E+01,1,0
4.98E+02,41.87385761,2.14E+01,1.93E+01,1.19E+01,3.88E+01,4.53E+01,-3.81E+01,-5.50E+01,-7.73E+01,4.54E+01,1,0
1.14E+03,3.24E+01,2.19E+01,2.00E+01,2.84E+01,3.63E+01,4.91E+01,-6.25E+01,-5.18E+01,-5.24E+01,1.25E+01,2,3
1.14E+03,3.24E+01,2.19E+01,2.00E+01,2.84E+01,3.63E+01,4.91E+01,-6.25E+01,-5.18E+01,-5.24E+01,1.25E+01,2,3
9.20E+02,4.59E+01,3.31E+01,2.29E+01,2.40E+01,2.07E+01,4.63E+01,-4.76E+01,-4.10E+01,-6.59E+01,2.88E+01,2,2
9.20E+02,4.59E+01,3.31E+01,2.29E+01,2.40E+01,2.07E+01,4.63E+01,-4.76E+01,-4.10E+01,-6.59E+01,2.88E+01,2,2
1.25E+03,3.80E+01,2.76E+01,1.89E+01,2.35E+01,3.43E+01,3.66E+01,-7.67E+01,-5.34E+01,-8.44E+01,8.17E+01,3,1
1.25E+03,3.80E+01,2.76E+01,1.89E+01,2.35E+01,3.43E+01,3.66E+01,-7.67E+01,-5.34E+01,-8.44E+01,8.17E+01,3,1
7.42E+02,4.54E+01,3.12E+01,2.19E+01,1.94E+01,3.75E+01,3.15E+01,-3.92E+01,-6.18E+01,-7.14E+01,8.55E+01,2,1
7.42E+02,4.54E+01,3.12E+01,2.19E+01,1.94E+01,3.75E+01,3.15E+01,-3.92E+01,-6.18E+01,-7.14E+01,8.55E+01,2,1
9.18E+02,5.16E+01,2.87E+01,1.75E+01,2.65E+01,2.41E+01,4.27E+01,-3.88E+01,-6.43E+01,-7.09E+01,7.76E+01,1,1
9.18E+02,5.16E+01,2.87E+01,1.75E+01,2.65E+01,2.41E+01,4.27E+01,-3.88E+01,-6.43E+01,-7.09E+01,7.76E+01,1,1
1.06E+03,2.93E+00,5.10E+01,1.60E+01,2.95E+01,2.23E+01,4.03E+01,-4.98E+01,-7.42E+01,-6.54E+01,8.31E+01,4,1
1.06E+03,2.93E+00,5.10E+01,1.60E+01,2.95E+01,2.23E+01,4.03E+01,-4.98E+01,-7.42E+01,-6.54E+01,8.31E+01,4,1
8.12E+02,8.00E+01,2.77E+01,1.74E+01,2.39E+01,3.28E+01,3.33E+01,-6.18E+01,-4.41E+01,-7.37E+01,4.78E+01,5,0
8.12E+02,8.00E+01,2.77E+01,1.74E+01,2.39E+01,3.28E+01,3.33E+01,-6.18E+01,-4.41E+01,-7.37E+01,4.78E+01,5,0
1.33E+03,3.83E+01,3.06E+01,1.72E+01,2.53E+01,2.32E+01,4.09E+01,-5.70E+01,-6.53E+01,-5.96E+01,3.94E+01,5,2
1.33E+03,3.83E+01,3.06E+01,1.72E+01,2.53E+01,2.32E+01,4.09E+01,-5.70E+01,-6.53E+01,-5.96E+01,3.94E+01,5,2
2.02E+03,6.98E+01,4.04E+01,1.78E+01,2.87E+01,2.84E+01,3.81E+01,-5.74E+01,-4.89E+01,-9.25E+01,9.27E+00,2,3
